Protein.Group,Genes
Q7Z2T5;X6RK96,TRMT1L
Q7Z2W9;F5H7V8,MRPL21
Q7Z2W9;Q7Z2W9-2,MRPL21
Q7Z2W9;Q7Z2W9-2;H3BUY0;F5H7V8,MRPL21
Q7Z2Z1,TICRR
Q7Z2Z1;Q7Z2Z1-2,TICRR
Q7Z2Z2,EFL1
Q7Z304;A0A0G2JQ91,MAMDC2
Q7Z304;Q7Z304-2,MAMDC2
Q7Z309;Q7Z309-2;Q7Z309-3;Q7Z309-4;G1UD79,PABIR2
Q7Z309;Q7Z309-2;Q7Z309-5,PABIR2
Q7Z309;Q7Z309-2;Q7Z309-5;Q7Z309-3;Q7Z309-4;G1UD79,PABIR2
Q7Z333-4;Q7Z333;Q7Z333-3,SETX
Q7Z333-4;Q7Z333;Q7Z333-3;X6RI79,SETX
Q7Z333-4;Q7Z333;Q7Z333-3;X6RI79;Q86YA3,SETX;ZGRF1
Q7Z333-4;Q7Z333;X6RI79,SETX
Q7Z388;E5RGB7;E5RGH1;H0YBV9,DPY19L4
Q7Z392;Q7Z392-3;Q7Z392-4,TRAPPC11
Q7Z3B0,SMIM15
Q7Z3B1,NEGR1
Q7Z3B3;A0A0G2JNB1;A0A0G2JNT7;A0A3B3IT55;A0A9S7M8F4,KANSL1
Q7Z3B4;Q7Z3B4-3;A0A8Q3WKJ4,NUP54
Q7Z3C6;Q7Z3C6-2,ATG9A
Q7Z3C6;Q7Z3C6-2;Q7Z3C6-3,ATG9A
Q7Z3C6;Q7Z3C6-3,ATG9A
Q7Z3D4,LYSMD3
Q7Z3D6;Q7Z3D6-2;Q7Z3D6-3;Q7Z3D6-4;Q7Z3D6-5;H0YB09;H0YB62,DGLUCY
Q7Z3E2,CCDC186
Q7Z3E5;Q7Z3E5-2;A0A2Q3DP09;A0A804HHZ1;A0A804HIH2;A0A804HJ52,ARMC9
Q7Z3K3;Q7Z3K3-2;Q7Z3K3-5;Q7Z3K3-6;Q7Z3K3-7;A0A8V8TQ67,POGZ
Q7Z3K6;Q7Z3K6-2;Q7Z3K6-3,MIER3
Q7Z3K6;Q7Z3K6-2;Q7Z3K6-4,MIER3
Q7Z3K6;Q7Z3K6-2;Q7Z3K6-4;Q7Z3K6-3,MIER3
Q7Z3K6;Q7Z3K6-2;Q7Z3K6-4;Q7Z3K6-3;Q8N344;A0A087WZA4,MIER2;MIER3
Q7Z3T8,ZFYVE16
Q7Z3U7-5;Q7Z3U7-6;Q7Z3U7,MON2
Q7Z3V4,UBE3B
Q7Z3V4;S4R3H8,UBE3B
Q7Z401,DENND4A
Q7Z402;H3BNW8,TMC7
Q7Z403;A0A8V8TME3;A0A8V8TLY1,TMC6
Q7Z406;Q7Z406-2;Q7Z406-6;Q7Z406-4;Q7Z406-5;P35580;P35580-2;P35580-3;P35580-4;P35580-5;A0A8I5KZ38,MYH10;MYH14
Q7Z412;E9PRC5,PEX26
Q7Z417,NUFIP2
Q7Z422;Q7Z422-5,SZRD1
Q7Z434,MAVS
Q7Z460-4,CLASP1
Q7Z460-4;A0A804HJG7;Q7Z460;A0A8V8TLP7;A0A8V8TQK9;A0A8V8TRF6,CLASP1;CLASP2
Q7Z460-4;Q7Z460;A0A8V8TLP7;A0A8V8TQK9;A0A8V8TRF6,CLASP1
Q7Z460;A0A8V8TLP7;A0A8V8TQK9;A0A8V8TRF6,CLASP1
Q7Z478,DHX29
Q7Z478;Q6P158,DHX29;DHX57
Q7Z494,NPHP3
Q7Z4F1,LRP10
Q7Z4F1;Q7Z4F1-2;H0YHW7,LRP10
Q7Z4G1;Q7Z4G1-2,COMMD6
Q7Z4G4;Q7Z4G4-2,TRMT11
Q7Z4G4;Q7Z4G4-2;K7ENP1;Q7Z4G4-3,TRMT11
Q7Z4H3;Q7Z4H3-2,HDDC2
Q7Z4H3;V9GYS5;V9GZ04,HDDC2
Q7Z4H7;Q7Z4H7-2;Q5VY60,HAUS6
Q7Z4H7;Q7Z4H7-3;Q5VY60,HAUS6
Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2,HAUS6
Q7Z4H7;Q7Z4H7-3;Q7Z4H7-2;Q5VY60,HAUS6
Q7Z4H8,POGLUT3
Q7Z4L5;A0A7P0TB61;A0A494C0N4;A0A7P0T8P4;A0A7P0T962;A0A7P0TBE5,TTC21B
Q7Z4Q2;A0A8I5KR70,HEATR3
Q7Z4Q2;Q7Z4Q2-2,HEATR3
Q7Z4Q2;Q7Z4Q2-2;A0A8I5KR70,HEATR3
Q7Z4R8,C6orf120
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;A0A1B0GV47,KIF21A
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;Q7Z4S6-3,KIF21A
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;Q7Z4S6-3;A0A1B0GV47,KIF21A
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;Q7Z4S6-3;H0YI78;A0A1B0GV47,KIF21A
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;Q7Z4S6-3;H0YI78;H0YIM6;A0A1B0GV47,KIF21A
Q7Z4S6;Q7Z4S6-2;Q7Z4S6-4;Q7Z4S6-5;Q7Z4S6-6;Q7Z4S6-3;H0YIM6;A0A1B0GV47,KIF21A
Q7Z4V0;V9GYJ1,ZNF438
Q7Z4V5;Q7Z4V5-2,HDGFL2
Q7Z4V5;Q7Z4V5-2;Q7Z4V5-3;Q7Z4V5-4,HDGFL2
Q7Z4V5;Q7Z4V5-3,HDGFL2
Q7Z4W1,DCXR
Q7Z569,BRAP
Q7Z569;J3KNN7,BRAP
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-2,EMSY
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-2;Q7Z589-4,EMSY
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-2;Q7Z589-4;E9PMC9,EMSY
Q7Z589;Q7Z589-5;Q7Z589-7;Q7Z589-4;E9PMC9,EMSY
Q7Z5G4;A0A8Q3WLM5,GOLGA7
Q7Z5J4;Q7Z5J4-2,RAI1
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3,WAPL
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3;F6QZY1,WAPL
Q7Z5L9;Q7Z5L9-2,IRF2BP2
Q7Z5L9;Q7Z5L9-2;Q9H1B7,IRF2BP2;IRF2BPL
Q7Z5Q1-5;Q7Z5Q1-6;A0A5K1VW61;A0A5K1VW71,CPEB2
Q7Z5Q1-8;Q7Z5Q1-9;Q7Z5Q1;Q7Z5Q1-3;Q7Z5Q1-4;Q7Z5Q1-5;Q7Z5Q1-6;Q7Z5Q1-7;A0A5K1VW61;A0A5K1VW71;A0A5K1VW79;A0A5K1VW93,CPEB2
Q7Z5Q1-8;Q7Z5Q1-9;Q7Z5Q1;Q7Z5Q1-3;Q7Z5Q1-4;Q7Z5Q1-7;A0A5K1VW79;A0A5K1VW93,CPEB2
Q7Z5R6;Q70E73;C9K0J5,APBB1IP;RAPH1
Q7Z5U6,WDR53
Q7Z5W3,BCDIN3D
Q7Z5Y7,KCTD20
Q7Z624;A0A0C4DGY0,CAMKMT
Q7Z628,NET1
Q7Z628;Q7Z628-2,NET1
Q7Z695;C9JE15;H7C4I2,ADCK2
Q7Z699;Q7Z698;Q7Z698-2;H0YMN8;C9J623;C9JG63;H7C2T4;H7C3Y6,SPRED1;SPRED2
Q7Z6B0;Q7Z6B0-2,CCDC91
Q7Z6B7,SRGAP1
Q7Z6B7;Q7Z6B7-2,SRGAP1
Q7Z6B7;Q7Z6B7-2;O43295,SRGAP1;SRGAP3
Q7Z6B7;Q7Z6B7-2;O75044;B7ZM87,SRGAP1;SRGAP2
Q7Z6E9,RBBP6
Q7Z6I8,C5orf24
Q7Z6I8;Q7Z6I8-2;H0YAE0,C5orf24
Q7Z6J0,SH3RF1
Q7Z6J8,UBE3D
Q7Z6J8;D6RD24,UBE3D
Q7Z6J9;A0A7P0Z413,TSEN54
Q7Z6K1;Q7Z6K1-2,THAP5
Q7Z6K3,PTAR1
Q7Z6K3;X6R9N0,PTAR1
Q7Z6K5,ARPIN
Q7Z6K5-2;A0A0A6YYH1,ARPIN;C15orf38-AP3S2
Q7Z6K5-2;A0A0A6YYH1;P59780-2;H0YLX6;H0YN38,AP3S2;ARPIN;C15orf38-AP3S2
Q7Z6K5-2;A0A0A6YYH1;Q7Z6K5,ARPIN;C15orf38-AP3S2
Q7Z6L1;Q7Z6L1-2;Q7Z6L1-4,TECPR1
Q7Z6M1,RABEPK
Q7Z6M1;Q7Z6M1-2,RABEPK
Q7Z6M2,FBXO33
Q7Z6M4,MTERF4
Q7Z6V5,ADAT2
Q7Z6V5-2,ADAT2
Q7Z6V5;Q7Z6V5-2,ADAT2
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3,HUWE1
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3;A0A994J483,HUWE1
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3;A0A994J483;H0Y659,HUWE1
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3;H0Y659,HUWE1
Q7Z736;Q7Z736-3,PLEKHH3
Q7Z736;Q7Z736-3;X6R3U4,PLEKHH3
Q7Z736;X6R3U4,PLEKHH3
Q7Z739;A0A024R7W5;A0A087WY31;A0A087X0Q1,YTHDF3
Q7Z7A1;Q7Z7A1-5,CNTRL
Q7Z7A3,CTU1
Q7Z7A4;Q7Z7A4-2;Q7Z7A4-4;Q7Z7A4-6;Q7Z7A4-7;A0A0C4DG95;E9PD56;H7BYG4;W5RWE6,PXK
Q7Z7B1,PIGW
Q7Z7C8-4;Q7Z7C8;Q7Z7C8-2;A0A8I5KVM3;A0A8I5QL44,TAF8
Q7Z7E8,UBE2Q1
Q7Z7E8;Q7Z7E8-2,UBE2Q1
Q7Z7E8;Q7Z7E8-2;Q8WVN8;Q8WVN8-3;Q8WVN8-4;Q8WVN8-2;E9PHD0,UBE2Q1;UBE2Q2
Q7Z7F0,KHDC4
Q7Z7F7;Q7Z7F7-2,MRPL55
Q7Z7G8;Q7Z7G8-2;Q7Z7G8-6,VPS13B
Q7Z7G8;Q7Z7G8-2;Q7Z7G8-6;A0A804HKG9,VPS13B
Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3,TMED4
Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3;F8W7F7,TMED4
Q7Z7H5;Q7Z7H5-3;F8W7F7,TMED4
Q7Z7H8;Q7Z7H8-2,MRPL10
Q7Z7K0,CMC1
Q7Z7K0;C9JES7,CMC1
Q7Z7K6;Q7Z7K6-3;A0A0M3HER2,CENPV
Q7Z7K6;Q7Z7K6-3;Q7Z7K6-2,CENPV
Q7Z7L7,ZER1
Q7Z7L7;X6RD87,ZER1
Q7Z7N9,TMEM179B
Q86SE9,PCGF5
Q86SF2;H0YAH3,GALNT7
Q86SQ0,PHLDB2
Q86SQ7;Q86SQ7-2;A0A0G2JR50,SDCCAG8
Q86SQ7;Q86SQ7-4;A0A0G2JR50,SDCCAG8
Q86SQ7;Q86SQ7-4;Q86SQ7-3;A0A0G2JR50,SDCCAG8
Q86SQ7;Q86SQ7-4;Q86SQ7-3;Q86SQ7-2;A0A0G2JR50,SDCCAG8
Q86SQ9;Q86SQ9-2;Q86SQ9-3;Q86SQ9-4;A0A8V8TQS0;A0A8V8TR89,DHDDS
Q86SR1;Q86SR1-2,GALNT10
Q86SR1;Q86SR1-2;Q86SR1-3,GALNT10
Q86SR1;Q86SR1-2;Q86SR1-3;F2Z2M7,GALNT10
Q86SX3;Q86SX3-2;Q86SX3-6,TEDC1
Q86SX3;Q86SX3-2;Q86SX3-6;Q86SX3-3;Q86SX3-5,TEDC1
Q86SX3;Q86SX3-2;Q86SX3-6;Q86SX3-3;Q86SX3-5;Q86SX3-4,TEDC1
Q86SX6,GLRX5
Q86SZ2,TRAPPC6B
Q86SZ2;Q86SZ2-2,TRAPPC6B
Q86SZ2;Q86SZ2-2;G3V2H7,TRAPPC6B
Q86T03;Q86T03-2,PIP4P1
Q86T03;Q86T03-2;Q8N4L2;E5RIY0,PIP4P1;PIP4P2
Q86T24,ZBTB33
Q86T82;Q86T82-2,USP37
Q86T82;Q86T82-2;Q86W68,USP37
Q86TA1,MOB3B
Q86TB9;Q86TB9-4,PATL1
Q86TC9,MYPN
Q86TI2-2;A0A8V8TR99,DPP9
Q86TI2-2;Q86TI2,DPP9
Q86TI2-2;Q86TI2;A0A8V8TR99,DPP9
Q86TJ2,TADA2B
Q86TJ2;Q86TJ2-2;Q86TJ2-3,TADA2B
Q86TJ2;Q86TJ2-2;Q86TJ2-3;D6RC20;D6RJ05,TADA2B
Q86TL0,ATG4D
Q86TM6;Q86TM6-2;Q86TM6-3;E9PK19,SYVN1
Q86TN4;Q86TN4-3;Q86TN4-4;F5H8A0,TRPT1
Q86TP1,PRUNE1
Q86TS9;Q86TS9-3,MRPL52
Q86TU7,SETD3
Q86TU7;Q86TU7-2;Q86TU7-3;Q6NXR6,SETD3
Q86TW2;Q86TW2-2;G3V426,ADCK1
Q86TW2;Q86TW2-2;Q86TW2-3,ADCK1
Q86TW2;Q86TW2-2;Q86TW2-3;G3V426,ADCK1
Q86U10;Q86U10-3;G3V1Y8,ASPG
Q86U28,ISCA2
Q86U28;J3QSS7,ISCA2
Q86U38,NOP9
Q86U38;A0A3B3ISH6,NOP9
Q86U44,METTL3
Q86U70;Q86U70-2;Q86U70-3;A0A6E1WJ75,LDB1
Q86U86;Q86U86-2;Q86U86-3;Q86U86-4;Q86U86-5;Q86U86-7;Q86U86-8;Q86U86-9;A0A9L9PXL4,PBRM1
Q86U90,YRDC
Q86UA1,PRPF39
Q86UB9;Q86UB9-2,TMEM135
Q86UD0,SAPCD2
Q86UD1,OAF
Q86UD1;E9PJ29,OAF
Q86UD5;Q86UD5-2;B7Z676;E9PE63;D6RGJ7,SLC9B2
Q86UE4,MTDH
Q86UE8-3;A0A804HK10;A0A804HJX3;A0A804HKF1,TLK2
Q86UK7;Q86UK7-2;Q86UK7-3,ZNF598
Q86UK7;Q86UK7-2;Q86UK7-3;H3BPG6,ZNF598
Q86UL3,GPAT4
Q86UL3;Q53EU6,GPAT3;GPAT4
Q86UN3,RTN4RL2
Q86UN3;Q86UN3-2;G3V1D7,RTN4RL2
Q86UP2,KTN1
Q86UP2;Q86UP2-4,KTN1
Q86UP2;Q86UP2-4;Q9Y4F3;Q9Y4F3-3;Q9Y4F3-4;Q9Y4F3-5;G8JLP4,KTN1;MARF1
Q86US8,SMG6
Q86US8;Q86US8-2;Q86US8-3,SMG6
Q86US8;Q86US8-2;Q86US8-3;I3L390,SMG6
Q86UT6,NLRX1
Q86UT8;E9PJ16,CENATAC
Q86UU0;Q86UU0-2;Q86UU0-4;A0A087WZX0,BCL9L
Q86UU1;Q86UU1-2,PHLDB1
Q86UU1;Q86UU1-2;Q86UU1-3,PHLDB1
Q86UV5-5;A0A0A0MRS6,USP48
Q86UV5-8,USP48
Q86UV5;Q86UV5-2;Q86UV5-7,USP48
Q86UV5;Q86UV5-8,USP48
Q86UV5;Q86UV5-8;Q86UV5-2,USP48
Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-5;A0A0A0MRS6,USP48
Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-7,USP48
Q86UV5;Q86UV5-8;Q86UV5-2;Q86UV5-7;H3BLX5,USP48
Q86UW6;Q86UW6-2;H0YA93,N4BP2
Q86UW9;Q86UW9-2;E7ET89,DTX2
Q86UX6,STK32C
Q86UX7;Q86UX7-2;A0A8V8TMD7;A0A8V8TME2;A0A8V8TNT4;A0A8V8TP41,FERMT3
Q86UY5,FAM83A
Q86UY6;Q86UY6-3,NAA40
Q86UY6;Q86UY6-3;F5H2C9,NAA40
Q86UY8;Q86UY8-2,NT5DC3
Q86V15,CASZ1
Q86V20-2,SHLD2
Q86V21,AACS
Q86V21;Q86V21-2,AACS
Q86V21;Q86V21-2;E7EW25,AACS
Q86V24,ADIPOR2
Q86V40;C9IYB5,TRABD2A
Q86V40;Q86V40-2;C9IYB5,TRABD2A
Q86V48,LUZP1
Q86V48;Q86V48-2;Q86V48-3,LUZP1
Q86V48;Q86V48-2;Q86V48-3;E5RFK8,LUZP1
Q86V81;E9PB61,ALYREF
Q86V85,GPR180
Q86V87,FHIP2B
Q86V97,KBTBD6
Q86V97;Q8WVZ9,KBTBD6;KBTBD7
Q86VH4;Q86VH4-2;B8ZZ84;Q4KMX1,LRRTM4
Q86VI3,IQGAP3
Q86VI3;F2Z2E2,IQGAP3
Q86VI3;P46940;F2Z2E2,IQGAP1;IQGAP3
Q86VI3;P46940;F2Z2E2;Q13576;F5H7S7,IQGAP1;IQGAP2;IQGAP3
Q86VK4;Q86VK4-3;Q86VK4-5;G3V4H7;J3KNQ6,ZNF410
Q86VM9;E7ERS3,ZC3H18
Q86VN1;A0A3B3ISW7,VPS36
Q86VN1;Q86VN1-2,VPS36
Q86VN1;Q86VN1-2;A0A3B3ISW7,VPS36
Q86VP1;Q86VP1-2;B8ZZD4,TAX1BP1
Q86VP3;Q86VP3-2;Q86VP3-4;F8VW41,PACS2
Q86VP6,CAND1
Q86VQ1,GLCCI1
Q86VQ6;H0YBI6;H0YBQ0,TXNRD3
Q86VR2,RETREG3
Q86VS8;H0YDM4,HOOK3
Q86VU5,COMTD1
Q86VU5;R4GNF4,COMTD1
Q86VV8;Q86VV8-3,RTTN
Q86VW0,SESTD1
Q86VX2;Q86VX2-2;A0A2R8Y455;A0A2R8Y600;A0A2R8Y620;A0A2R8Y7U2,COMMD7
Q86VX9;Q86VX9-5;A0A0A0MSQ9,MON1A
Q86VZ2,WDR5B
Q86VZ4;Q5VYB9,LRP11
Q86VZ5;C0MHM2;E6ZCI6,SGMS1
Q86W33,TPRA1
Q86W33;Q86W33-2;Q86W33-3;C9JU06;C9JZ00;F8WC44,TPRA1
Q86W34;J3KRD0,AMZ2
Q86W34;Q86W34-5,AMZ2
Q86W34;Q86W34-5;J3KRD0,AMZ2
Q86W42,THOC6
Q86W50,METTL16
Q86W50;Q86W50-2;I3L362,METTL16
Q86W54;Q8N799,SPATA24
Q86W56,PARG
Q86W74;Q86W74-1;J3KP26,ANKRD46
Q86W92-2,PPFIBP1
Q86W92-2;H0YFE4;Q86W92;Q86W92-4,PPFIBP1
Q86W92-2;H0YFE4;Q86W92;Q86W92-4;Q8ND30;Q8ND30-2;Q8ND30-3;A0A804HJY3;A0A804HKA2;E9PP16,PPFIBP1;PPFIBP2
Q86W92-2;Q86W92;Q86W92-4,PPFIBP1
Q86W92-2;Q86W92;Q86W92-4;Q8ND30;Q8ND30-2;Q8ND30-3;A0A804HJY3;A0A804HKA2;E9PP16,PPFIBP1;PPFIBP2
Q86W92;Q86W92-4,PPFIBP1
Q86WA6;Q86WA6-2,BPHL
Q86WA6;Q86WA6-2;B4DML3;Q49AI2,BPHL
Q86WA8,LONP2
Q86WA8;Q86WA8-2,LONP2
Q86WB0;C9J0I9,ZC3HC1
Q86WG5;A0A6Q8PH13;A0A6Q8PHP8;A0A8I5KQ02;A0A8I5KTA9;A0A8I5KWY5,SBF2
Q86WG5;A0A6Q8PH13;A0A6Q8PHP8;A0A8I5KQ02;A0A8I5KTA9;A0A8I5KWY5;H0YD05,SBF2
Q86WH2;A0A1B0GUG6,RASSF3
Q86WI3;Q86WI3-4;Q86WI3-5;Q86WI3-6,NLRC5
Q86WJ1,CHD1L
Q86WN1;Q86WN1-2;Q86WN1-3;E5RK49,FCHSD1
Q86WP2;Q86WP2-2;Q86WP2-3;D4PHA4,GPBP1
Q86WQ0;Q86WQ0-2,NR2C2AP
Q86WR7;D3DRR9,PROSER2
Q86WR7;Q86WR7-2,PROSER2
Q86WR7;Q86WR7-2;D3DRR9,PROSER2
Q86WU2;Q86WU2-2,LDHD
Q86WV5;K7EIL0;K7EJS2;K7EL09,TEN1
Q86WV6;A0A494C0W5,STING1
Q86WW8;B9A057,COA5
Q86WX3,RPS19BP1
Q86WX3;F8WFE7,RPS19BP1
Q86X02,CDR2L
Q86X10-3,RALGAPB
Q86X10-3;Q86X10,RALGAPB
Q86X10-3;Q86X10;Q86X10-2;A2A2F0,RALGAPB
Q86X10;Q86X10-2;A2A2F0,RALGAPB
Q86X24;Q86X24-2;Q86X24-3;Q86X24-4;Q86X24-5;X6R751;X6RG95,HORMAD1
Q86X27;Q86X27-3,RALGPS2
Q86X29;Q86X29-4;Q86X29-5;Q86X29-6;A0A8Z5AA41;A0A8Z5ABK9;S4R3V8,LSR
Q86X40,LRRC28
Q86X52,CHSY1
Q86X53,ERICH1
Q86X53;E5RHA3,ERICH1
Q86X55;Q86X55-1,CARM1
Q86X76;Q86X76-2;Q86X76-4,NIT1
Q86X83;Q86X83-2;F8WBW1,COMMD2
Q86X95;Q86X95-2,CIR1
Q86XA9;F5H619,HEATR5A
Q86XI2;Q86XI2-2,NCAPG2
Q86XI8-2,ZSWIM9
Q86XJ1;G3V1N3,GAS2L3
Q86XK2;Q86XK2-5;Q86XK2-6;A0A804HK63,FBXO11
Q86XK3;Q86XK3-2;Q86XK3-3,SFR1
Q86XL3,ANKLE2
Q86XL3;Q86XL3-3;F5H1D4,ANKLE2
Q86XN7;Q86XN7-2,PROSER1
Q86XN7;Q86XN7-2;Q5JS36,PROSER1
Q86XN8;Q86XN8-2;Q86XN8-3,MEX3D
Q86XP1;Q86XP1-2,DGKH
Q86XP1;Q86XP1-2;Q86XP1-5;Q86XP1-3;A0A0D9SFR6,DGKH
Q86XP3,DDX42
Q86XP3;Q86XP3-2,DDX42
Q86XR7-2;Q9Y3B3;Q9Y3B3-2;A0A0A6YYA0,TICAM2;TMED7;TMED7-TICAM2
Q86XR8;Q86XR8-4;Q86XR8-5;F5GYW0,CEP57
Q86XS8;Q86XS8-2;E5RI87,RNF130
Q86XT9;I3L2J7,TMEM219
Q86XZ4,SPATS2
Q86XZ4;F8VS10,SPATS2
Q86Y07-5,VRK2
Q86Y07;Q86Y07-3;Q86Y07-4,VRK2
Q86Y07;Q86Y07-5;Q86Y07-2;E7ERS5,VRK2
Q86Y07;Q86Y07-5;Q86Y07-3;Q86Y07-2;E7ERS5,VRK2
Q86Y07;Q86Y07-5;Q86Y07-3;Q86Y07-4;Q86Y07-2,VRK2
Q86Y13,DZIP3
Q86Y37,CACUL1
Q86Y39,NDUFA11
Q86Y39;Q86Y39-2;K7EK78;K7EMT4;K7EP35;K7EQ77,NDUFA11
Q86Y56;H0Y650,DNAAF5
Q86Y56;Q86Y56-2,DNAAF5
Q86Y56;Q86Y56-2;H0Y650,DNAAF5
Q86Y79,PTRH1
Q86Y79;A0A096LP22,PTRH1
Q86Y82,STX12
Q86Y82;B1AJQ6,STX12
Q86Y91;Q86Y91-6;A0A494BYR6,KIF18B
Q86YB8;A0A8I5KWQ1,ERO1B
Q86YC2,PALB2
Q86YC2;H3BN63,PALB2
Q86YD1;Q86YD1-2;M0QY25,PTOV1
Q86YH6,PDSS2
Q86YI8,PHF13
Q86YJ7,ANKRD13B
Q86YJ7;Q86YJ7-2,ANKRD13B
Q86YJ7;Q86YJ7-2;K7EKP0,ANKRD13B
Q86YN1,DOLPP1
Q86YP4;Q86YP4-3,GATAD2A
Q86YP4;Q86YP4-3;Q86YP4-2,GATAD2A
Q86YP4;Q86YP4-3;Q86YP4-2;Q8WXI9;A0A0U1RRM1,GATAD2A;GATAD2B
Q86YQ8,CPNE8
Q86YQ8;E7ENV7,CPNE8
Q86YQ8;Q8IYJ1;Q8IYJ1-2;E7ENV7,CPNE8;CPNE9
Q86YR5;Q86YR5-4;A0A0A0MRC4;A0A0A0MSK4,GPSM1
Q86YR5;Q86YR5-4;A0A0A0MRC4;A0A0A0MSK4;P81274;A0A6Q8PF02,GPSM1;GPSM2
Q86YS6,RAB43
Q86YS7-2;Q86YS7-3;Q86YS7-4,C2CD5
Q86YS7-2;Q86YS7-3;Q86YS7-4;Q86YS7,C2CD5
Q86YS7-2;Q86YS7-3;Q86YS7-4;Q86YS7;Q86YS7-5,C2CD5
Q86YT6,MIB1
Q86YT6;Q969K3;Q969K3-2,MIB1;RNF34
Q86YV5,PRAG1
Q86YV9,HPS6
Q86Z02;Q86Z02-2;J3KP92;Q5SQL3,HIPK1
Q8IU60;Q8IU60-2,DCP2
Q8IU81,IRF2BP1
Q8IU85-2,CAMK1D
Q8IU85-2;Q8IU85,CAMK1D
Q8IU85-2;Q8IU85;Q14012;H7C071,CAMK1;CAMK1D
Q8IUC4,RHPN2
Q8IUC4;Q8IUC4-2,RHPN2
Q8IUC6,TICAM1
Q8IUD6,RNF135
Q8IUD6;Q8IUD6-3;J3QS68,RNF135
Q8IUF1,ZNG1B
Q8IUF8;Q8IUF8-3,RIOX2
Q8IUF8;Q8IUF8-4;Q8IUF8-2,RIOX2
Q8IUF8;Q8IUF8-4;Q8IUF8-3,RIOX2
Q8IUG5;Q8IUG5-3;Q8IUG5-2;F5H6I8,MYO18B
Q8IUH3;Q8IUH3-3,RBM45
Q8IUH3;Q8IUH3-3;H7BZE0;H7C476,RBM45
Q8IUH4,ZDHHC13
Q8IUH5,ZDHHC17
Q8IUI8;J3KST8,CRLF3
Q8IUI8;Q8IUI8-2,CRLF3
Q8IUQ4;Q8IUQ4-2;Q8IUQ4-3,SIAH1
Q8IUR0,TRAPPC5
Q8IUR0;M0QZQ8,TRAPPC5
Q8IUR7,ARMC8
Q8IUW5;D6RBN9,RELL1
Q8IUX1;Q8IUX1-4;E9PJQ6;E9PKZ7;E9PKZ9;H0YD74;H0YEG5,TMEM126B
Q8IUX1;Q8IUX1-4;Q8IUX1-2;Q8IUX1-5,TMEM126B
Q8IUZ5,PHYKPL
Q8IV08,PLD3
Q8IV32,CCDC71
Q8IV33;A0A994J718,KIAA0825
Q8IV38,ANKMY2
Q8IV38;G3V0G5,ANKMY2
Q8IV48,ERI1
Q8IV48;E5RIV7,ERI1
Q8IV50,LYSMD2
Q8IV63;Q8IV63-3,VRK3
Q8IV63;Q8IV63-3;Q8IV63-2;M0QYA8;M0R073,VRK3
Q8IVB5,LIX1L
Q8IVC4,ZNF584
Q8IVD9,NUDCD3
Q8IVF2;Q8IVF2-3,AHNAK2
Q8IVF7;F8W1F5,FMNL3
Q8IVG5,SAMD9L
Q8IVH2;Q8IVH2-2;Q8IVH2-3;B7ZBM3,FOXP4
Q8IVH4;A0A3B3ITP4;Q495G5,MMAA
Q8IVH8;Q8IVH8-2;Q8IVH8-3,MAP4K3
Q8IVL1;Q8IVL1-10;Q8IVL1-11;Q8IVL1-12;Q8IVL1-13;Q8IVL1-8;Q8IVL1-9;Q8IVL1-2;Q8IVL1-3;Q8IVL1-4;Q8IVL1-5;Q8IVL0;Q8IVL0-2;Q8IVL0-3,NAV2;NAV3
Q8IVM0,CCDC50
Q8IVP5,FUNDC1
Q8IVS2,MCAT
Q8IVT2,MISP
Q8IVT5;A0A2R8Y5H9,KSR1
Q8IVU3;Q8IVU3-2,HERC6
Q8IVV7,GID4
Q8IW35;Q8IW35-2;A0A994J4L0,CEP97
Q8IW41;Q8IW41-2;R4GN33,MAPKAPK5
Q8IW45;A0A7P0T9D8;A0A7P0T9R3,NAXD
Q8IW50;Q8IW50-2;Q8IW50-3;Q8IW50-4;Q8IW50-5;Q8IW50-6;A0A0A0MRW0;A0A0A0MRW1;A0A0A0MRW2;A0A0A0MRW3;Q5T593,FAM219A
Q8IW52,SLITRK4
Q8IW92,GLB1L2
